wavelength nm,irradiance W/m^2/nm
431.746,0.008564322
432.117,0.009085908
432.488,0.010095254
432.859,0.00900742
433.23,0.011718703
433.601,0.010395255
433.971,0.011357443
434.342,0.012151276
434.713,0.013119075
435.083,0.014926006
435.454,0.014737665
435.825,0.01453462
436.195,0.012036586
436.566,0.013220492
436.936,0.00999319
437.306,0.012025023
437.677,0.011633877
438.047,0.010876634
438.417,0.010402113
438.788,0.010605451
439.158,0.009825231
439.528,0.009886691
439.898,0.011442413
440.268,0.010308108
440.638,0.012374055
441.008,0.010039597
441.378,0.010471092
441.748,0.01039799
442.118,0.009922453
442.487,0.011693145
442.857,0.009822291
443.227,0.011671659
443.597,0.010264765
443.966,0.010771985
444.336,0.011058414
444.705,0.009429178
445.075,0.012671849
445.444,0.009345367
445.814,0.008950804
446.183,0.010420162
446.552,0.01107248
446.922,0.011788752
447.291,0.009121932
447.66,0.009905407
448.029,0.010913378
448.398,0.01125733
448.768,0.010425916
449.137,0.008940416
449.506,0.011295582
449.875,0.009757004
450.243,0.009934167
450.612,0.010341636
450.981,0.010162802
451.35,0.008644766
451.719,0.012089044
452.087,0.010467142
452.456,0.008812028
452.825,0.009003846
453.193,0.011708965
453.562,0.011027666
453.93,0.010509152
454.299,0.008269879
454.667,0.009201279
455.035,0.009938178
455.404,0.00853408
455.772,0.010148902
456.14,0.010951919
456.508,0.011659629
456.877,0.011208606
457.245,0.008598444
457.613,0.009658533
457.981,0.009224406
458.349,0.008324926
458.717,0.009693431
459.085,0.010930914
459.452,0.007841907
459.82,0.010522235
460.188,0.009433812
460.556,0.010603772
460.923,0.010190457
461.291,0.007224414
461.659,0.00851089
462.026,0.007439743
462.394,0.00891283
462.761,0.011804757
463.128,0.01073477
463.496,0.008918028
463.863,0.01031756
464.23,0.011135089
464.598,0.010902485
464.965,0.007922813
465.332,0.007773976
465.699,0.008947289
466.066,0.010447607
466.433,0.010718296
466.8,0.008987036
467.167,0.009016631
467.534,0.008413482
467.901,0.008121782
468.268,0.008257116
468.635,0.008703801
469.001,0.007876041
469.368,0.008252865
469.735,0.009771451
470.101,0.008401359
470.468,0.008476983
470.834,0.007662657
471.201,0.00761891
471.567,0.009040368
471.934,0.007179366
472.3,0.008937288
472.666,0.008136421
473.032,0.008312927
473.399,0.008765752
473.765,0.00915844
474.131,0.007632464
474.497,0.008068689
474.863,0.007899306
475.229,0.008327866
475.595,0.008480385
475.961,0.006963784
476.327,0.008070631
476.693,0.007640648
477.058,0.006269828
477.424,0.008720642
477.79,0.006681961
478.156,0.005765799
478.521,0.006686892
478.887,0.00698788
479.252,0.007227736
479.618,0.008003812
479.983,0.007852769
480.348,0.007743864
480.714,0.00652355
481.079,0.005933827
481.444,0.006741221
481.81,0.007680283
482.175,0.008078674
482.54,0.007356977
482.905,0.006092778
483.27,0.007003561
483.635,0.006548878
484,0.007700552
484.365,0.007962904
484.73,0.006783882
485.095,0.007171339
485.459,0.006854064
485.824,0.006586851
486.189,0.005934952
486.553,0.008403447
486.918,0.007379347
487.283,0.005608399
487.647,0.006652817
488.012,0.005821038
488.376,0.005905447
488.74,0.00566223
489.105,0.005267768
489.469,0.006903875
489.833,0.005534749
490.198,0.005866297
490.562,0.005524199
490.926,0.005535669
491.29,0.006174995
491.654,0.006416577
492.018,0.006352374
492.382,0.005390822
492.746,0.007005175
493.11,0.006390761
493.474,0.005018634
493.837,0.006612442
494.201,0.005979051
494.565,0.006297911
494.928,0.006357593
495.292,0.005999219
495.656,0.006024814
496.019,0.005855779
496.383,0.005687149
496.746,0.005554441
497.109,0.005094828
497.473,0.007017402
497.836,0.005290821
498.199,0.004982295
498.563,0.006564707
498.926,0.00588464
499.289,0.004844113
499.652,0.005751197
500.015,0.005595251
500.378,0.00584252
500.741,0.005506598
501.104,0.004911959
501.467,0.006179898
501.829,0.005153132
502.192,0.005985872
502.555,0.005903505
502.918,0.004880427
503.28,0.006358969
503.643,0.005631173
504.005,0.004828345
504.368,0.005219824
504.73,0.006009015
505.093,0.00585717
505.455,0.00412283
505.817,0.005305609
506.18,0.005727228
506.542,0.005900303
506.904,0.00531599
507.266,0.005025575
507.628,0.005445351
507.991,0.004651447
508.353,0.005178864
508.715,0.004530769
509.076,0.00467118
509.438,0.004097581
509.8,0.00618423
510.162,0.004369354
510.524,0.004044592
510.885,0.004889729
511.247,0.005023231
511.609,0.005652205
511.97,0.004308069
512.332,0.005708373
512.693,0.005069332
513.055,0.004991825
513.416,0.00543989
513.778,0.004909438
514.139,0.005184585
514.5,0.005704374
514.861,0.00426694
515.223,0.004816622
515.584,0.005886594
515.945,0.004560419
516.306,0.004586482
516.667,0.004373463
517.028,0.004022469
517.389,0.004807117
517.75,0.005108583
518.11,0.004724392
518.471,0.005505994
518.832,0.005121627
519.193,0.005357057
519.553,0.004084302
519.914,0.004830048
520.274,0.004964891
520.635,0.004955476
520.995,0.005084971
521.356,0.005183494
521.716,0.004397298
522.076,0.005815423
522.437,0.005467639
522.797,0.006064268
523.157,0.006186958
523.517,0.004560562
523.877,0.005260364
524.238,0.004008938
524.598,0.005849678
524.958,0.004633987
525.317,0.003959995
525.677,0.004919786
526.037,0.004681014
526.397,0.005409057
526.757,0.004673879
527.116,0.004801844
527.476,0.005393664
527.836,0.005090403
528.195,0.004124889
528.555,0.004482691
528.914,0.005208783
529.274,0.003583701
529.633,0.005462162
529.993,0.004863632
530.352,0.004099576
530.711,0.004195799
531.07,0.004655228
531.429,0.005114234
531.789,0.005209461
532.148,0.004516398
532.507,0.005008128
532.866,0.005104964
533.225,0.004610857
533.584,0.004871954
533.942,0.005492443
534.301,0.005034449
534.66,0.005328599
535.019,0.005427499
535.377,0.004769026
535.736,0.00473485
536.095,0.005685604
536.453,0.005652984
536.812,0.004768441
537.17,0.004373657
537.528,0.005093471
537.887,0.005358866
538.245,0.004767396
538.603,0.005357762
538.962,0.005224843
539.32,0.005321678
539.678,0.005785262
540.036,0.005555144
540.394,0.00624508
540.752,0.006963286
541.11,0.006964877
541.468,0.006471138
541.826,0.00751636
542.184,0.00683382
542.541,0.006668309
542.899,0.006408899
543.257,0.005558337
543.614,0.006282152
543.972,0.006215586
544.33,0.007101172
544.687,0.006842847
545.045,0.008712306
545.402,0.008223229
545.759,0.008783946
546.117,0.00740004
546.474,0.007271522
546.831,0.006744453
547.188,0.006249884
547.546,0.006113058
547.903,0.005621447
548.26,0.005295256
548.617,0.00503232
548.974,0.006309033
549.331,0.005586859
549.687,0.006046173
550.044,0.005288608
550.401,0.006529075
550.758,0.005349735
551.114,0.006166877
551.471,0.00528275
551.828,0.005345681
552.184,0.004591243
552.541,0.005701142
552.897,0.005145941
553.254,0.005212599
553.61,0.005439372
553.966,0.005016768
554.323,0.005441694
554.679,0.004948364
555.035,0.005569372
555.391,0.005174325
555.747,0.004814592
556.103,0.004651593
556.459,0.005172325
556.815,0.005040663
557.171,0.004777657
557.527,0.004579036
557.883,0.005488355
558.239,0.005486515
558.594,0.005420384
558.95,0.004572057
559.306,0.004929325
559.661,0.005644199
560.017,0.005640069
560.372,0.005151375
560.728,0.005183093
561.083,0.005541929
561.438,0.005250822
561.794,0.005120781
562.149,0.004959082
562.504,0.004438081
562.859,0.004241711
563.215,0.005638024
563.57,0.004858561
563.925,0.004857944
564.28,0.005896735
564.635,0.005731211
564.99,0.005759386
565.344,0.005301696
565.699,0.005171586
566.054,0.005298324
566.409,0.005425435
566.763,0.005489503
567.118,0.004873835
567.473,0.005259269
567.827,0.004155139
568.182,0.005705401
568.536,0.005023342
568.891,0.004992061
569.245,0.005766782
569.599,0.005279819
569.953,0.005018467
570.308,0.004658874
570.662,0.004980303
571.016,0.005559372
571.37,0.006332417
571.724,0.004593185
572.078,0.004689822
572.432,0.005816412
572.786,0.005717724
573.14,0.005268911
573.494,0.005753475
573.847,0.005272549
574.201,0.005987971
574.555,0.005538398
574.908,0.005832425
575.262,0.004798424
575.615,0.005710052
575.969,0.006453269
576.322,0.006105168
576.676,0.005689534
577.029,0.0060827
577.382,0.006280633
577.736,0.006901119
578.089,0.006225636
578.442,0.006521131
578.795,0.006329825
579.148,0.007348632
579.501,0.006828552
579.854,0.005763654
580.207,0.006978577
580.56,0.005971953
580.913,0.005878067
581.265,0.006806757
581.618,0.007607704
581.971,0.006428394
582.324,0.006870128
582.676,0.007211304
583.029,0.007025351
583.381,0.007633622
583.734,0.007642331
584.086,0.008290925
584.438,0.008066791
584.791,0.007784228
585.143,0.008562019
585.495,0.008511037
585.847,0.007956983
586.2,0.008342621
586.552,0.00873194
586.904,0.0090177
587.256,0.008396224
587.608,0.00987243
587.959,0.008737195
588.311,0.008793312
588.663,0.010038504
589.015,0.010232646
589.367,0.009741242
589.718,0.010073142
590.07,0.009301168
590.421,0.010632671
590.773,0.010173223
591.124,0.01091568
591.476,0.011283451
591.827,0.011133475
592.179,0.011613347
592.53,0.011950439
592.881,0.012322928
593.232,0.011960374
593.584,0.011569372
593.935,0.013421665
594.286,0.012704546
594.637,0.014106224
594.988,0.014917967
595.339,0.013677019
595.689,0.014909298
596.04,0.015358041
596.391,0.015416766
596.742,0.015125343
597.092,0.016017616
597.443,0.014991923
597.794,0.017380213
598.144,0.018454268
598.495,0.018084116
598.845,0.018035786
599.196,0.018635511
599.546,0.02078212
599.896,0.021100729
600.247,0.021380905
600.597,0.02092859
600.947,0.023701763
601.297,0.02232865
601.647,0.022876844
601.997,0.025221882
602.347,0.023740018
602.697,0.024556412
603.047,0.024837053
603.397,0.027246502
603.747,0.029819301
604.096,0.028872889
604.446,0.029074779
604.796,0.031576559
605.145,0.032972803
605.495,0.032933016
605.844,0.033870526
606.194,0.034130308
606.543,0.035773019
606.893,0.037198057
607.242,0.038821992
607.591,0.03921054
607.94,0.039674979
608.29,0.041758701
608.639,0.045610709
608.988,0.042764717
609.337,0.046162884
609.686,0.04735462
610.035,0.049706569
610.384,0.052495303
610.733,0.056115716
611.081,0.057366183
611.43,0.060014678
611.779,0.06215677
612.127,0.06028549
612.476,0.062133191
612.825,0.067289807
613.173,0.064341416
613.522,0.070940141
613.87,0.069651911
614.218,0.072346093
614.567,0.077253913
614.915,0.079930689
615.263,0.082248528
615.611,0.083118789
615.96,0.086684939
616.308,0.092325605
616.656,0.095599839
617.004,0.099351539
617.352,0.100610307
617.7,0.107911871
618.047,0.110676612
618.395,0.114771084
618.743,0.120210998
619.091,0.127240334
619.438,0.126561184
619.786,0.132567237
620.134,0.138092156
620.481,0.142356295
620.829,0.149007598
621.176,0.159353306
621.523,0.161868979
621.871,0.169220475
622.218,0.173312344
622.565,0.180619443
622.912,0.188758692
623.259,0.193552412
623.607,0.203465229
623.954,0.210313385
624.301,0.211892763
624.648,0.22519229
624.994,0.229442042
625.341,0.23725453
625.688,0.246190995
626.035,0.252466352
626.382,0.259590562
626.728,0.261206142
627.075,0.271980248
627.421,0.280120885
627.768,0.286722556
628.114,0.285282286
628.461,0.288162775
628.807,0.297006841
629.154,0.296075482
629.5,0.29313265
629.846,0.293123333
630.192,0.287954549
630.538,0.280039866
630.884,0.27669938
631.231,0.265635899
631.577,0.261684693
631.922,0.246689786
632.268,0.238935429
632.614,0.224913998
632.96,0.214383105
633.306,0.201697888
633.651,0.188578069
633.997,0.1753983
634.343,0.165880395
634.688,0.157761768
635.034,0.146097604
635.379,0.132128212
635.725,0.127182199
636.07,0.114909695
636.415,0.109155607
636.761,0.098712196
637.106,0.092876555
637.451,0.087619056
637.796,0.084761455
638.141,0.077776679
638.486,0.071190754
638.831,0.066630906
639.176,0.061675438
639.521,0.06109158
639.866,0.055587056
640.211,0.053219391
640.555,0.049614247
640.9,0.045795167
641.245,0.044247253
641.589,0.044243474
641.934,0.03843433
642.278,0.039534192
642.623,0.036615075
642.967,0.034573531
643.312,0.033575475
643.656,0.03085225
644,0.03042842
644.344,0.028258283
644.689,0.025961293
645.033,0.024466768
645.377,0.025608417
645.721,0.024271008
646.065,0.021372926
646.409,0.021685365
646.753,0.01953053
647.096,0.019101897
647.44,0.019150943
647.784,0.016893333
648.128,0.0169738
648.471,0.01687543
648.815,0.016375841
649.158,0.015616273
649.502,0.014842196
649.845,0.014290623
650.189,0.013520982
650.532,0.013644035
650.875,0.011188794
651.218,0.012887932
651.562,0.012103538
651.905,0.012186163
652.248,0.011341656
652.591,0.011558312
652.934,0.011896208
653.277,0.011145187
653.62,0.010621542
653.963,0.011799189
654.305,0.010065474
654.648,0.011155566
654.991,0.010532524
655.334,0.008971228
655.676,0.009829863
656.019,0.009719339
656.361,0.009361511
656.704,0.010280542
657.046,0.008937884
657.389,0.010231412
657.731,0.009869992
658.073,0.007993855
658.415,0.008577085
658.757,0.00977948
659.1,0.009221139
659.442,0.009622198
659.784,0.007722537
660.126,0.008789765
660.468,0.009093162
660.809,0.010164147
661.151,0.008064578
661.493,0.007598535
661.835,0.008243174
662.177,0.008310451
662.518,0.008373053
662.86,0.008975657
663.201,0.007966737
663.543,0.007837111
663.884,0.007751526
664.226,0.009086542
664.567,0.006451606
664.908,0.00936286
665.249,0.008445793
665.591,0.007514384
665.932,0.008569058
666.273,0.008740659
666.614,0.007162291
666.955,0.007174259
667.296,0.009028116
667.637,0.00715152
667.978,0.007863276
668.318,0.006774886
668.659,0.008091829
669,0.007904426
669.341,0.007876355
669.681,0.008743318
670.022,0.007691233
670.362,0.007456163
670.703,0.008382523
671.043,0.007986915
671.383,0.007695424
671.724,0.009133816
672.064,0.007673667
672.404,0.00845601
672.744,0.006318657
673.085,0.006481125
673.425,0.008344036
673.765,0.008155539
674.105,0.008528928
674.444,0.00766371
674.784,0.006851529
675.124,0.008625353
675.464,0.006042704
675.804,0.006208672
676.143,0.007884042
676.483,0.008835706
676.823,0.008278434
677.162,0.008024307
677.501,0.008404613
677.841,0.010415144
678.18,0.009116569
678.52,0.007394521
678.859,0.008306057
679.198,0.008641984
679.537,0.008180234
679.876,0.009102148
680.215,0.00922642
680.555,0.007536423
680.894,0.008032969
681.232,0.009655401
681.571,0.007430293
681.91,0.009222624
682.249,0.008814824
682.588,0.008132028
682.926,0.007016485
683.265,0.007740581
683.604,0.008302649
683.942,0.008322546
684.281,0.008340891
684.619,0.008090331
684.957,0.008165907
685.296,0.009337822
685.634,0.008037754
685.972,0.007833505
686.31,0.008573719
686.649,0.008420358
686.987,0.007101107
687.325,0.007782441
687.663,0.008472039
688.001,0.008436407
688.338,0.006996476
688.676,0.008144416
689.014,0.008053086
689.352,0.007960779
689.69,0.008096632
690.027,0.00874777
690.365,0.007747215
690.702,0.009205828
691.04,0.009636595
691.377,0.008337954
691.715,0.009701058
692.052,0.00734287
692.389,0.007303129
692.726,0.009366803
693.064,0.006521906
693.401,0.008950913
693.738,0.009092092
694.075,0.007995861
694.412,0.007785365
694.749,0.009053628
695.086,0.007949171
695.423,0.010299765
695.759,0.009254654
696.096,0.008807254
696.433,0.009739813
696.769,0.006626519
697.106,0.010172777
697.443,0.008926487
697.779,0.009694455
698.116,0.009541632
698.452,0.008837333
698.788,0.010291613
699.125,0.009088597
699.461,0.008992088
699.797,0.009768706
700.133,0.008927081
700.469,0.011090028
700.805,0.007841731
701.141,0.009579265
701.477,0.008714531
701.813,0.009566932
702.149,0.008642314
702.485,0.008154928
702.82,0.009142646
703.156,0.009495825
703.492,0.009975535
703.827,0.011426637
704.163,0.008995296
704.498,0.009420464
704.834,0.011404418
705.169,0.009605271
705.505,0.011153943
705.84,0.009278702
706.175,0.008847996
706.51,0.011476096
706.845,0.007908652
707.18,0.009072543
707.515,0.011124758
707.85,0.009807974
708.185,0.009832744
708.52,0.010885393
708.855,0.010643771
709.19,0.010606258
709.525,0.008853399
709.859,0.008472076
710.194,0.008908782
710.529,0.009214725
710.863,0.0102787
711.198,0.009965659
711.532,0.013137613
711.866,0.009197891
712.201,0.009511217
712.535,0.010531072
712.869,0.010774195
713.203,0.012157991
713.537,0.011264405
713.872,0.008586991
714.206,0.009679144
714.54,0.011434504
714.873,0.009233778
715.207,0.010271237
715.541,0.012978278
715.875,0.00902814
716.209,0.011086814
716.542,0.011633672
716.876,0.010860197
717.21,0.011329383
717.543,0.010850498
717.877,0.010148496
718.21,0.011733957
718.543,0.011831835
718.877,0.009854282
719.21,0.010922784
719.543,0.00997838
719.876,0.007827218
720.209,0.01009634
720.542,0.011857782
720.875,0.011054856
721.208,0.014334778
721.541,0.012855408
721.874,0.011893121
722.207,0.010182911
722.54,0.010136619
722.872,0.008090468
723.205,0.009648193
723.538,0.01137834
723.87,0.011883754
724.203,0.010361578
724.535,0.011170882
724.868,0.011664248
725.2,0.011928563
725.532,0.010789943
725.865,0.008615157
726.197,0.011385553
726.529,0.011185215
726.861,0.013596126
727.193,0.009973751
727.525,0.011910217
727.857,0.010337443
728.189,0.011164543
728.521,0.011435143
728.853,0.009452938
729.184,0.011571484
729.516,0.008843211
729.848,0.01235778
730.179,0.012378843
730.511,0.011841156
730.842,0.012602819
731.174,0.009608903
731.505,0.014554877
731.836,0.012278611
732.168,0.010987557
732.499,0.015217731
732.83,0.010543235
733.161,0.010408277
733.492,0.012097757
733.823,0.012790352
734.154,0.011983337
734.485,0.012764796
734.816,0.013207993
735.147,0.012061169
735.478,0.011083692
735.808,0.0134002
736.139,0.015045433
736.47,0.013376292
736.8,0.01179149
737.131,0.012322816
737.461,0.012872029
737.792,0.011783676
738.122,0.010950572
738.452,0.013814343
738.782,0.011518946
739.113,0.014401117
739.443,0.015386172
739.773,0.01185597
740.103,0.013536269
740.433,0.011293122
740.763,0.01368055
741.093,0.012215167
741.423,0.010836036
741.752,0.015866677
742.082,0.01388072
742.412,0.014267865
742.742,0.012612895
743.071,0.011583497
743.401,0.011342407
743.73,0.013155382
744.06,0.012648866
744.389,0.012950984
744.718,0.012089929
745.048,0.013207956
745.377,0.012524928
745.706,0.011559599
746.035,0.013587337
746.364,0.012440615
746.693,0.015388549
747.022,0.011761304
747.351,0.012887338
747.68,0.012276789
748.009,0.013780368
748.338,0.012701336
748.666,0.014023094
748.995,0.011636614
749.323,0.014449651
749.652,0.015595476
749.981,0.013772439
750.309,0.012591919
750.637,0.013466618
750.966,0.014344481
751.294,0.01344149
751.622,0.014235407
751.95,0.014076539
752.279,0.013164048
752.607,0.012539783
752.935,0.011518548
753.263,0.015972845
753.591,0.013415058
753.919,0.011039813
754.246,0.01165645
754.574,0.013347019
754.902,0.015241231
755.23,0.01410789
755.557,0.012185741
755.885,0.012520144
756.212,0.015108475
756.54,0.011399197
756.867,0.015580005
757.195,0.011055249
757.522,0.014766254
757.849,0.012904124
758.176,0.015838978
758.503,0.013776084
758.831,0.012509869
759.158,0.013865837
759.485,0.012685463
759.812,0.013837004
760.138,0.013975734
760.465,0.013199518
760.792,0.015278615
761.119,0.01511852
761.446,0.012699865
761.772,0.018102846
762.099,0.012772748
762.425,0.011356073
762.752,0.013367501
763.078,0.014871372
763.405,0.015549931
763.731,0.015387476
764.057,0.015541772
764.383,0.016442381
764.71,0.016384355
765.036,0.014193504
765.362,0.017540298
765.688,0.013740266
766.014,0.014643872
766.34,0.014894985
766.665,0.015269391
766.991,0.017056636
767.317,0.013636361
767.643,0.01586537
767.968,0.015813298
768.294,0.013564202
768.619,0.017149257
768.945,0.017211705
769.27,0.016618621
769.596,0.019574138
769.921,0.016855716
770.246,0.017592427
770.572,0.015849847
770.897,0.015789849
771.222,0.015957603
771.547,0.016708058
771.872,0.014359518
772.197,0.015097921
772.522,0.014584037
772.847,0.016601757
773.171,0.013994991
773.496,0.016258707
773.821,0.01550815
774.146,0.018872772
774.47,0.013987457
774.795,0.018203883
775.119,0.017201611
775.444,0.022417005
775.768,0.018673739
776.092,0.018144467
776.417,0.016399486
776.741,0.01525386
777.065,0.021548736
777.389,0.01869651
777.713,0.018522199
778.037,0.01341091
778.361,0.020541248
778.685,0.016377383
779.009,0.017451348
779.333,0.018889587
779.657,0.020352432
779.98,0.017657278
780.304,0.021169302
780.627,0.017424472
780.951,0.016718964
781.274,0.01871245
781.598,0.021745419
781.921,0.018194581
782.245,0.01839892
782.568,0.020944559
782.891,0.021934495
783.214,0.017803067
783.537,0.020220486
783.861,0.015774104
784.184,0.016868791
784.506,0.014112256
784.829,0.015729998
785.152,0.022531724
785.475,0.019242032
785.798,0.018188973
786.12,0.020084213
786.443,0.018500244
786.766,0.017578771
787.088,0.019469322
787.411,0.021084572
787.733,0.018286767
788.056,0.020446032
788.378,0.019115084
788.7,0.018457932
789.022,0.020349821
789.345,0.016890697
789.667,0.021738706
789.989,0.020283397
790.311,0.019356799
790.633,0.017897985
790.955,0.018059537
791.276,0.020233729
791.598,0.020940199
791.92,0.02070074
792.242,0.020587291
792.563,0.019518657
792.885,0.020629367
793.206,0.017802626
793.528,0.015233488
793.849,0.017309281
794.171,0.018966366
794.492,0.020634234
794.813,0.015181138
795.134,0.018746196
795.456,0.022907946
795.777,0.017165992
796.098,0.018034682
796.419,0.018614561
796.74,0.025163892
797.061,0.024524091
797.381,0.021087741
797.702,0.017375594
798.023,0.021049762
798.344,0.02349042
798.664,0.023591376
798.985,0.025468956
799.305,0.023694823
799.626,0.019348893
799.946,0.02025114
800.267,0.022866691
800.587,0.020771935
800.907,0.018404942
801.227,0.016863673
801.548,0.019661019
801.868,0.023904337
802.188,0.023116004
802.508,0.022341007
802.828,0.018604488
803.147,0.020429145
803.467,0.019020049
803.787,0.019523493
804.107,0.024770352
804.426,0.022022983
804.746,0.022703419
805.066,0.023213976
805.385,0.02058692
805.705,0.023213085
806.024,0.024020166
806.343,0.020782898
806.663,0.022215741
806.982,0.021856497
807.301,0.01995193
807.62,0.019712578
807.939,0.023337392
808.258,0.026038697
808.577,0.021801773
808.896,0.018751072
809.215,0.023031268
809.534,0.02581429
809.852,0.0238639
810.171,0.024277248
810.49,0.021198772
810.808,0.021425748
811.127,0.019426971
811.445,0.02512889
811.764,0.02023527
812.082,0.022919291
812.401,0.025474729
812.719,0.020846543
813.037,0.028500797
813.355,0.022707107
813.673,0.019494173
813.991,0.018250824
814.309,0.026543253
814.627,0.024142882
814.945,0.021195258
815.263,0.023669612
815.581,0.024775433
815.899,0.029165901
816.216,0.025174005
816.534,0.020954284
816.851,0.023972162
817.169,0.02633461
817.486,0.021717209
817.804,0.025303218
818.121,0.029110227
818.438,0.024125866
818.756,0.028830486
819.073,0.02307097
819.39,0.029598854
819.707,0.025035965
820.024,0.022603026
820.341,0.026113547
820.658,0.027491984
820.975,0.027250875
821.292,0.024636807
821.608,0.027896364
821.925,0.023938614
822.242,0.02683946
822.558,0.026774813
822.875,0.031213317
823.191,0.029480895
823.508,0.029062756
823.824,0.032251958
824.141,0.027611901
824.457,0.026964795
824.773,0.02687883
825.089,0.023105202
825.405,0.032133269
825.721,0.024859192
826.037,0.027679325
826.353,0.027601754
826.669,0.030854369
826.985,0.024050022
827.301,0.028738655
827.617,0.026674389
827.932,0.025984068
828.248,0.028918048
828.563,0.027821023
828.879,0.032037555
829.194,0.026052589
