wavelength nm,white irradiance W / m^2 / nm
791.92,0.0196141928
792.242,0.0197717522
792.563,0.0227844674
792.885,0.0213104633
793.206,0.0198497959
793.528,0.0211115442
793.849,0.0216902401
794.171,0.0237612211
794.492,0.0162449002
794.813,0.0206793998
795.134,0.0224561326
795.456,0.0194666526
795.777,0.0193729453
796.098,0.0167902575
796.419,0.0217992691
796.74,0.0221124875
797.061,0.0231342026
797.381,0.0223410669
797.702,0.02016811
798.023,0.0168522115
798.344,0.021806638
798.664,0.0185188896
798.985,0.0209524897
799.305,0.0173264114
799.626,0.0196328558
799.946,0.0192561685
800.267,0.0198738433
800.587,0.0226288022
800.907,0.0237064665
801.227,0.0182995931
801.548,0.0258574473
801.868,0.0230375337
802.188,0.0176065752
802.508,0.0187010977
802.828,0.0235680766
803.147,0.0259965442
803.467,0.0228402795
803.787,0.017754785
804.107,0.0249181632
804.426,0.0175716437
804.746,0.0215117553
805.066,0.0276947944
805.385,0.0210365211
805.705,0.0181027306
806.024,0.0228147273
806.343,0.0179097371
806.663,0.0191816823
806.982,0.0232279375
807.301,0.0211758162
807.62,0.023856053
807.939,0.0248784001
808.258,0.0227925794
808.577,0.0190072834
808.896,0.0201523535
809.215,0.0214686204
809.534,0.0226747053
809.852,0.0222881254
810.171,0.0220621125
810.49,0.0229460817
810.808,0.0246130596
811.127,0.024706193
811.445,0.0248078948
811.764,0.0192675391
812.082,0.0256743591
812.401,0.0230321628
812.719,0.0273902926
813.037,0.0186408146
813.355,0.0233680912
813.673,0.0287901703
813.991,0.022085889
814.309,0.0253701822
814.627,0.0273408663
814.945,0.0267713097
815.263,0.0255366458
815.581,0.0256271552
815.899,0.0259145204
816.216,0.0263777476
816.534,0.0299270449
816.851,0.0234524231
817.169,0.0280735294
817.486,0.0264288036
817.804,0.0274050554
818.121,0.0271748861
818.438,0.0285463889
818.756,0.023150768
819.073,0.0248532827
819.39,0.0308516312
819.707,0.0279084822
820.024,0.0238640332
820.341,0.0288253464
820.658,0.0300336101
820.975,0.0296216985
821.292,0.0266524048
821.608,0.0236601062
821.925,0.0283771825
822.242,0.0249813377
822.558,0.0275215868
822.875,0.0319628237
823.191,0.0234509366
823.508,0.0303882653
823.824,0.029587046
824.141,0.0289497119
824.457,0.0271566377
824.773,0.0309265751
825.089,0.027941193
825.405,0.0290258193
825.721,0.0283706481
826.037,0.0294407221
826.353,0.0279945037
826.669,0.0336156801
826.985,0.0254367563
827.301,0.0263506472
827.617,0.0274733075
827.932,0.0283925761
828.248,0.0285143662
828.563,0.0239748663
828.879,0.0350898049
829.194,0.0327990324
829.51,0.0321478352
829.825,0.0347650395
830.14,0.0309802835
830.456,0.0292239063
830.771,0.028098565
831.086,0.0361718736
831.401,0.0299854058
831.716,0.0280035537
832.031,0.0315173017
832.346,0.0356525691
832.661,0.0270188985
832.976,0.0268830725
833.29,0.0276251709
833.605,0.0329321991
833.92,0.0272213609
834.234,0.0342776697
834.549,0.0350518306
834.863,0.0259894508
835.178,0.0313735254
835.492,0.0337076429
835.806,0.0369668679
836.121,0.0299489349
836.435,0.0361117356
836.749,0.0322090279
837.063,0.0347972987
837.377,0.0342454711
837.691,0.0293704895
838.005,0.0306303544
838.319,0.0323382188
838.633,0.0297229329
838.946,0.0395048127
839.26,0.0320253191
839.574,0.0319251274
839.887,0.0350914258
840.201,0.0310058734
840.514,0.0388815225
840.828,0.0385345289
841.141,0.0365634845
841.455,0.0388454643
841.768,0.0363753936
842.081,0.0364905202
842.394,0.0431288928
842.707,0.0375213752
843.02,0.0415670406
843.333,0.0375893317
843.646,0.0338379799
843.959,0.0410955114
844.272,0.041791799
844.585,0.0379796074
844.898,0.0326279765
845.21,0.0392445031
845.523,0.0379105492
845.835,0.0408204479
846.148,0.0374331765
846.46,0.0322496193
846.773,0.0331364657
847.085,0.039119361
847.397,0.0315760084
847.71,0.0375665232
848.022,0.038493473
848.334,0.0386607459
848.646,0.0385262496
848.958,0.0284965103
849.27,0.0447818538
849.582,0.0410311411
849.894,0.0390857985
850.205,0.0344428033
850.517,0.035629789
850.829,0.0413451898
851.141,0.0343078254
851.452,0.0365798749
851.764,0.0418395831
852.075,0.0344531143
852.386,0.0437949257
852.698,0.035532437
853.009,0.0400169961
853.32,0.040428421
853.632,0.0362039449
853.943,0.0382775323
854.254,0.0420660896
854.565,0.0422271199
854.876,0.0457505306
855.187,0.0397142264
855.497,0.0488875034
855.808,0.036069299
856.119,0.039043308
856.43,0.0511684739
856.74,0.0316093542
857.051,0.0397946356
857.361,0.0454354577
857.672,0.0464415434
857.982,0.0446032582
858.293,0.0459223954
858.603,0.0420347696
858.913,0.0424788922
859.223,0.0444077213
859.533,0.041030111
859.844,0.0459746816
860.154,0.0398802082
860.464,0.0523218299
860.773,0.0480290088
861.083,0.0434057949
861.393,0.0459706733
861.703,0.0410146809
862.013,0.039669644
862.322,0.0435303688
862.632,0.0393902559
862.941,0.0482411857
863.251,0.0415610009
863.56,0.0383155942
863.869,0.0516665453
864.179,0.0433571923
864.488,0.0524046314
864.797,0.0408577985
865.106,0.0508888052
865.415,0.0360142763
865.724,0.041991243
866.033,0.0544837518
866.342,0.0423765417
866.651,0.0422247702
866.96,0.0473398652
867.269,0.0577201657
867.577,0.0602828919
867.886,0.0549069593
868.195,0.0394846798
868.503,0.053069385
868.812,0.0543178903
869.12,0.0518432396
869.428,0.0443061392
869.737,0.0482465664
870.045,0.0546432499
870.353,0.0490567199
870.661,0.0569683679
870.969,0.0388173974
871.277,0.0533670879
871.585,0.0589189834
871.893,0.0485828306
872.201,0.0463577456
872.509,0.0504873604
872.817,0.0474434796
873.124,0.0524018002
873.432,0.0450820282
873.739,0.036172489
874.047,0.0564412025
874.354,0.051537858
874.662,0.0554613447
874.969,0.0483088771
875.276,0.0563328349
875.584,0.0446413804
875.891,0.0617155656
876.198,0.0585985204
876.505,0.0604014301
876.812,0.0462400887
877.119,0.0518452972
877.426,0.0533223073
877.733,0.0555396698
878.04,0.0550972214
878.346,0.0582027293
878.653,0.063676374
878.96,0.0623775785
879.266,0.0563975608
879.573,0.0587797232
879.879,0.0598984836
880.185,0.0512967374
880.492,0.0507901774
880.798,0.0641818422
881.104,0.0658277082
881.411,0.0508581664
881.717,0.0582461986
882.023,0.0573727834
882.329,0.0653862129
882.635,0.0534591064
882.941,0.0769521885
883.246,0.0567145893
883.552,0.0635700216
883.858,0.0713492345
884.164,0.0713027202
884.469,0.0570723037
884.775,0.06622274
885.08,0.0647706623
885.386,0.0704575656
885.691,0.0573222162
885.996,0.0607010557
886.302,0.0654608383
886.607,0.0611853692
886.912,0.0660083907
887.217,0.0648402159
887.522,0.0623183416
887.827,0.0620921718
888.132,0.0674045266
888.437,0.0727457869
888.742,0.0636599561
889.046,0.063460269
889.351,0.0758705014
889.656,0.0662989835
889.96,0.0732357715
890.265,0.059218788
890.569,0.0703908598
890.874,0.0624623045
891.178,0.0655582376
891.483,0.0661886181
891.787,0.0736231542
892.091,0.0674303385
892.395,0.0781258815
892.699,0.0836410187
893.003,0.0729797558
893.307,0.0730412314
893.611,0.0746011075
893.915,0.0694004809
894.219,0.0578185047
894.523,0.0594043773
894.826,0.0703664012
895.13,0.0710052806
895.433,0.0697643151
895.737,0.079798849
896.04,0.0646069231
896.344,0.0712711668
896.647,0.0590230173
896.95,0.0811261371
897.254,0.0743872807
897.557,0.0700377737
897.86,0.0781783972
898.163,0.0631864626
898.466,0.0774689222
898.769,0.0609343564
899.072,0.0727742053
899.375,0.0729879079
899.677,0.0807783765
899.98,0.0615102158
900.283,0.0750437472
900.585,0.067478719
900.888,0.0511527269
901.191,0.0616425943
901.493,0.0737169745
901.795,0.060908395
902.098,0.0704453984
902.4,0.0674884342
902.702,0.0676921498
903.004,0.0783924212
903.306,0.0717819938
903.608,0.0798794569
903.91,0.0806101535
904.212,0.090476046
904.514,0.0843371534
904.816,0.0738627469
905.118,0.0735372662
905.42,0.0796837531
905.721,0.0632524191
906.023,0.0806890188
906.324,0.0939795454
906.626,0.0872293145
906.927,0.0864303977
907.228,0.0845001152
907.53,0.0837231927
907.831,0.0874413954
908.132,0.0811586938
908.433,0.080979533
908.734,0.0690319791
909.035,0.0880398311
909.336,0.078901226
909.637,0.100859896
909.938,0.0813609954
910.239,0.0903735902
910.54,0.0775577397
910.84,0.0842618391
911.141,0.0875407735
911.441,0.0827961801
911.742,0.0967169586
912.042,0.076487218
912.343,0.0879775493
912.643,0.0711093699
912.943,0.0995365338
913.244,0.092851587
913.544,0.0848164856
913.844,0.0828200027
914.144,0.0826565509
914.444,0.0782557266
914.744,0.0935080294
915.044,0.0835600136
915.343,0.096541579
915.643,0.0915686422
915.943,0.0820986864
916.243,0.1081846914
916.542,0.0959863994
916.842,0.0940101033
917.141,0.0861677311
917.441,0.1050418792
917.74,0.084623878
918.039,0.0957544314
918.338,0.0923547989
918.638,0.0915617868
918.937,0.0961745601
919.236,0.1089478998
919.535,0.0850449723
919.834,0.1081493224
920.133,0.1110459268
920.431,0.1097162574
920.73,0.0886792883
921.029,0.0935396674
921.328,0.0885499249
921.626,0.0992680468
921.925,0.0826922916
922.223,0.0941428712
922.522,0.1058119365
922.82,0.1301116784
923.118,0.1126435446
923.417,0.0984761516
923.715,0.1227939538
924.013,0.1298504834
924.311,0.1123539836
924.609,0.1046326898
924.907,0.1037415631
925.205,0.1061283101
925.503,0.1336610807
925.801,0.109302653
926.098,0.0989164375
926.396,0.1133761766
926.694,0.1231022834
926.991,0.1458393023
927.289,0.1386768747
927.586,0.1322097937
927.884,0.1157000754
928.181,0.1342035764
928.478,0.1367825513
928.775,0.1080115968
929.073,0.1560622624
929.37,0.1330288341
929.667,0.0991980965
929.964,0.1449838848
930.261,0.1152484893
930.557,0.0991894345
930.854,0.1398627709
931.151,0.1301135251
931.448,0.1258141305
931.744,0.1213279673
932.041,0.1439927439
932.337,0.128316152
932.634,0.1332720737
932.93,0.1333562203
933.227,0.1764338559
933.523,0.147494587
933.819,0.153563935
934.115,0.1426862499
934.412,0.1555667712
934.708,0.1214509778
935.004,0.1559538238
935.3,0.1182319591
935.595,0.1417704214
935.891,0.1449082889
936.187,0.151253433
936.483,0.1290634619
936.778,0.1609789404
937.074,0.1934925667
937.369,0.1142525036
937.665,0.1404779647
937.96,0.1778041387
938.256,0.1634143969
938.551,0.1659221597
938.846,0.1357025687
939.141,0.1755558059
939.437,0.1974675657
939.732,0.163452632
940.027,0.1611966477
940.322,0.1764043071
940.617,0.1573536398
940.911,0.1881371669
941.206,0.211325938
941.501,0.1518827765
941.796,0.1359304992
942.09,0.2147072414
942.385,0.1654760061
942.679,0.175460658
942.974,0.2016588917
943.268,0.1866772756
943.562,0.2086199658
943.857,0.2066838457
944.151,0.1724236619
944.445,0.1763361196
944.739,0.1974001791
945.033,0.2338380489
945.327,0.1592875306
945.621,0.2149341048
945.915,0.2019507763
946.208,0.1859719982
946.502,0.2001411786
946.796,0.2383892
947.089,0.2031480166
947.383,0.1873411301
947.676,0.1686530206
947.97,0.2020676556
948.263,0.2136645219
948.557,0.1842469279
948.85,0.2062870602
949.143,0.2331109499
949.436,0.1701489464
949.729,0.2198278793
950.022,0.2382662956
950.315,0.1712843183
950.608,0.2301697459
950.901,0.2545218269
951.194,0.2371903779
951.487,0.2297521015
951.779,0.2300884284
952.072,0.1882651818
952.364,0.2406253422
952.657,0.2429140057
952.949,0.2366761289
953.242,0.2237716282
953.534,0.207339456
953.826,0.2450989692
954.118,0.2197384417
954.411,0.2009781878
954.703,0.2780692745
954.995,0.2683812425
955.287,0.2852465921
955.579,0.291304292
955.87,0.26856438
956.162,0.2672705929
956.454,0.2438642124
956.746,0.2797277184
957.037,0.2839286925
957.329,0.3067465437
957.62,0.2727845258
957.912,0.2772863376
958.203,0.2620209836
958.494,0.3176152106
958.786,0.2869329138
959.077,0.3113085216
959.368,0.3259749196
959.659,0.255363654
959.95,0.2677888487
960.241,0.2950957414
960.532,0.3040474961
960.823,0.3520068434
961.114,0.287219317
961.404,0.3433526907
961.695,0.3199186959
961.986,0.2891850962
962.276,0.3687761091
962.567,0.2961858508
962.857,0.3074299592
963.147,0.3825550915
963.438,0.3103760565
963.728,0.370020695
964.018,0.3518650964
964.308,0.3031652379
964.598,0.4142926688
964.888,0.3232796459
965.178,0.2878527227
965.468,0.3140692926
965.758,0.3781135728
966.048,0.310821147
966.338,0.342427484
966.627,0.4094586615
966.917,0.4207565778
967.206,0.3326601055
967.496,0.4067703077
967.785,0.3948291945
968.075,0.3696300738
968.364,0.4011439588
968.653,0.4107378882
968.942,0.3768926492
969.232,0.3821515238
969.521,0.3949017481
969.81,0.3689548013
970.099,0.3645575772
970.388,0.4551204638
970.676,0.3211959262
970.965,0.3728494746
971.254,0.3783063136
971.543,0.4824391676
971.831,0.3569314589
972.12,0.4043107342
972.408,0.4213628104
972.697,0.4533494036
972.985,0.4244021674
973.273,0.409540857
973.561,0.4002310881
973.85,0.483365277
974.138,0.4136478709
974.426,0.3581180259
974.714,0.3580438383
975.002,0.4505281995
975.29,0.515205189
975.577,0.4425987445
975.865,0.4121133291
976.153,0.5039035176
976.441,0.3955005869
976.728,0.4999232024
977.016,0.5727537652
977.303,0.4209267617
977.59,0.536131088
977.878,0.5846024932
978.165,0.4796746121
978.452,0.4281390281
978.74,0.4869453546
979.027,0.5533790489
979.314,0.4638586908
979.601,0.4420298731
979.888,0.4684902491
980.174,0.6111935779
980.461,0.5011909195
980.748,0.5949267844
981.035,0.4717576835
981.321,0.6679845472
981.608,0.6331028946
981.894,0.5792732703
982.181,0.5580614606
982.467,0.5967259589
982.754,0.6247931369
983.04,0.5696088231
983.326,0.5459013477
983.612,0.7510093317
983.898,0.4615129645
984.184,0.4619923751
984.47,0.6762740008
984.756,0.6297601409
985.042,0.6260625556
985.328,0.609558342
985.614,0.6073341057
985.899,0.6322669529
986.185,0.7478676833
986.47,0.5638487309
986.756,0.604458206
987.041,0.6983274991
987.327,0.6100631129
987.612,0.6431239076
987.897,0.5967366013
988.182,0.6498766163
988.468,0.5591774782
988.753,0.7085089813
989.038,0.7681165399
989.323,0.7276802975
989.607,0.7802676418
989.892,0.780648192
990.177,0.6575951758
990.462,0.6431241721
990.746,0.6945629783
991.031,0.7747299093
991.315,0.745128486
991.6,0.7330272704
991.884,0.8599528991
992.169,0.7894468624
992.453,0.6867381956
992.737,0.7795542468
993.021,1.0267580783
993.305,0.9701466676
993.59,0.9018994854
993.874,0.8084061262
994.157,0.7926837274
994.441,0.8798721987
994.725,0.7783668838
995.009,0.8738544296
995.293,0.6992491823
995.576,0.8639248391
995.86,1.0102492238
996.143,0.9829248095
996.427,0.9194023175
996.71,0.9122850259
996.993,0.866853845
997.277,0.9347223742
997.56,0.9694500433
997.843,0.7618868989
998.126,0.5554669
998.409,0.8129296734
998.692,1.0114143843
998.975,0.9059799218
999.258,1.075073229
999.541,0.711712731
999.823,0.8828594437
1000.106,1.1987981553
1000.388,1.0835953918
1000.671,1.0458482247
1000.954,0.9972630738
1001.236,0.8876637244
1001.518,1.0613759342
1001.801,1.0363931027
1002.083,0.9215637438
1002.365,0.830458859
1002.647,1.1228079008
1002.929,1.1245037949
1003.211,1.1678391364
1003.493,1.2494149767
1003.775,1.2721659719
1004.057,1.0662501743
1004.338,1.2763962727
1004.62,1.1928037124
1004.902,1.274844441
1005.183,1.2204360521
1005.465,0.9460100916
1005.746,1.3991833917
1006.028,1.0930899641
1006.309,1.1100634161
1006.59,1.3378370231
1006.871,1.3514081655
1007.153,1.0791916063
1007.434,1.3697387864
1007.715,1.4721548711
1007.996,1.6827944503
1008.277,1.1741309887
1008.557,1.1536470357
1008.838,1.2042320836
1009.119,1.1194123784
1009.4,1.3465871705
1009.68,1.7928205219
1009.961,1.3401508493
1010.241,1.4224619831
1010.522,1.8084563253
1010.802,1.2045687132
1011.082,1.2899808353
1011.362,1.3525202526
1011.643,1.6551384767
1011.923,1.7557308607
1012.203,1.7381010085
1012.483,1.932987784
1012.763,1.3271406646
1013.042,2.4025117613
1013.322,1.5842600179
1013.602,1.0321275332
1013.882,1.6211379836
1014.161,1.909677541
1014.441,1.7947240495
1014.72,1.6772375037
1015,2.4231484225
1015.279,2.0192511164
1015.558,1.8040962691
1015.838,1.9669860052
1016.117,1.6198940488
1016.396,1.9924642933
1016.675,2.1563365045
1016.954,2.0311386924
1017.233,1.8731794097
1017.512,2.2167997851
1017.791,2.4998458234
1018.07,2.3008477939
1018.348,2.4636586167
1018.627,2.4526316066
1018.905,1.8580405576
1019.184,2.0342447032
1019.462,2.4894860795
1019.741,2.0292187386
1020.019,2.4430164427
1020.297,2.8780331163
1020.576,2.2010812246
1020.854,2.2852462214
1021.132,2.0633789115
1021.41,2.0623445723
1021.688,2.0613106627
